Attraction_Id,Attraction_Nm,Attraction_url,Rankings,Category,Address,No_of_Reviews,Weekday_Hours,Weekend_Hours,Overall_Rating,Rating_Excellent,Rating_Good,Rating_Average,Rating_Poor,Rating_Terrible
d2706875,Halifax Seaport Farmer s Market,https://www.tripadvisor.com/Attraction_Review-g154976-d2706875-Reviews-Halifax_Seaport_Farmer_s_Market-Halifax_Halifax_Region_Nova_Scotia.html,#24 of 112 things to do in Halifax,"Shopping, Food & Drink, Farmers Markets","1209 Marginal Rd, Halifax, Nova Scotia B3H 4P8, Canada",534,Open Now: 10:00 AM - 5:00 PM,Sun9:00 AM - 3:00 PMTue - Fri10:00 AM - 5:00 PMSat7:00 AM - 3:00 PM,4.0,42%,34%,17%,6%,1%
d3636094,St George s Anglican Church Graveyard,https://www.tripadvisor.com/Attraction_Review-g154973-d3636094-Reviews-St_George_s_Anglican_Church_Graveyard-Sydney_Cape_Breton_Island_Nova_Scotia.html,#10 of 38 things to do in Sydney,"Sights & Landmarks, Churches & Cathedrals","119 Charlotte Street, Sydney, Nova Scotia B1P 6J1, Canada",38,,,4.0,26%,57%,15%,2%,0%
d6990097,Antigonish Heritage Museum,https://www.tripadvisor.com/Attraction_Review-g154971-d6990097-Reviews-Antigonish_Heritage_Museum-Antigonish_Nova_Scotia.html,#2 of 22 things to do in Antigonish,"Museums, History Museums","20 East Main St, Antigonish, Nova Scotia B2G 2E9, Canada",25,Open Now: 10:00 AM - 5:00 PM,Mon - Sat10:00 AM - 5:00 PM,4.5,68%,20%,12%,0%,0%
d12881583,Crescent Beach,https://www.tripadvisor.com/Attraction_Review-g182187-d12881583-Reviews-Crescent_Beach-Lunenburg_Southwest_Nova_Scotia_Nova_Scotia.html,#11 of 30 things to do in Lunenburg,"Nature & Parks, Outdoor Activities, Beaches","Crescent Beach Road | Route 331 and Crescent Beach Road, Lunenburg, Nova Scotia, Canada",22,Open Now: 12:00 AM - 11:59 PM,Sun - Sat12:00 AM - 11:59 PM,4.5,60%,31%,9%,0%,0%
d8616232,Marine Atlantic Ferry,https://www.tripadvisor.com/Attraction_Review-g181763-d8616232-Reviews-Marine_Atlantic_Ferry-North_Sydney_Cape_Breton_Island_Nova_Scotia.html,#1 of 6 things to do in North Sydney,"Transportation, Ferries","Highway 105, North Sydney, Nova Scotia, Canada",201,,,4.0,38%,34%,18%,7%,3%
d3636072,Cossit House Museum,https://www.tripadvisor.com/Attraction_Review-g154973-d3636072-Reviews-Cossit_House_Museum-Sydney_Cape_Breton_Island_Nova_Scotia.html,#11 of 38 things to do in Sydney,"Museums, Specialty Museums","75 Charlotte St, Sydney, Nova Scotia B1P 1B8, Canada",60,Open Now: 9:00 AM - 5:00 PM,Tue - Sat9:00 AM - 5:00 PM,4.0,30%,48%,16%,6%,0%
d6938563,The Crombie,https://www.tripadvisor.com/Attraction_Review-g499232-d6938563-Reviews-The_Crombie-New_Glasgow_Nova_Scotia.html,#1 of 16 things to do in New Glasgow,"Museums, Specialty Museums","1780 Granton Abercrombie road, New Glasgow, Nova Scotia B2H 5C6, Canada",19,Closed today: Closed,Wed10:00 AM - 4:00 PM,5.0,85%,15%,0%,0%,0%
d10170237,Breton Brewing Co,https://www.tripadvisor.com/Attraction_Review-g154973-d10170237-Reviews-Breton_Brewing_Co-Sydney_Cape_Breton_Island_Nova_Scotia.html,#7 of 38 things to do in Sydney,"Food & Drink, Breweries","364 Keltic Dr, Sydney, Nova Scotia B1R 1V7, Canada",27,,,4.5,60%,29%,11%,0%,0%
d7295643,Maud Lewis Replica House,https://www.tripadvisor.com/Attraction_Review-g154975-d7295643-Reviews-Maud_Lewis_Replica_House-Digby_Southwest_Nova_Scotia_Nova_Scotia.html,#4 of 20 things to do in Digby,"Sights & Landmarks, Points of Interest & Landmarks","11585 Highway 217, Digby, Nova Scotia B0V 1A0, Canada",29,,,4.5,63%,31%,3%,3%,0%
d673088,Sandy Cove Beach,https://www.tripadvisor.com/Attraction_Review-g154975-d673088-Reviews-Sandy_Cove_Beach-Digby_Southwest_Nova_Scotia_Nova_Scotia.html,#3 of 20 things to do in Digby,"Nature & Parks, Outdoor Activities, Beaches","Digby, Nova Scotia, Canada",91,,,4.0,52%,29%,13%,3%,3%
d8749077,White Point Hiking Trail,https://www.tripadvisor.com/Attraction_Review-g154972-d8749077-Reviews-White_Point_Hiking_Trail-Cape_Breton_Island_Nova_Scotia.html,#33 of 246 things to do in Cape Breton Island,"Nature & Parks, Outdoor Activities, Hiking Trails, Nature & Wildlife Areas More",Features AnimalsThis attraction features animalsClick below for expert advice on animal welfare in tourism.Learn more,35,,,5.0,96%,2%,2%,0%,0%
d2306605,Caribou Munroes Island Provincial Park,https://www.tripadvisor.com/Attraction_Review-g154977-d2306605-Reviews-Caribou_Munroes_Island_Provincial_Park-Pictou_Nova_Scotia.html,#3 of 19 things to do in Pictou,"Outdoor Activities, Nature & Parks, Beaches","Hwy 6-2119 Three Brooks Rd, Pictou, Nova Scotia B0K 1H0, Canada",80,,,4.5,53%,37%,6%,3%,1%
d592363,St Mary s Basilica,https://www.tripadvisor.com/Attraction_Review-g154976-d592363-Reviews-St_Mary_s_Basilica-Halifax_Halifax_Region_Nova_Scotia.html,#16 of 112 things to do in Halifax,"Sights & Landmarks, Sacred & Religious Sites, Architectural Buildings","1508 Barrington St, Halifax, Nova Scotia B3J 1Z3, Canada",192,Open Now: 9:00 AM - 6:00 PM,Sun7:00 AM - 6:00 PMMon - Fri9:00 AM - 6:00 PMSat10:00 AM - 6:00 PM,4.5,48%,45%,7%,0%,0%
d6995914,Laurie Swim Gallery,https://www.tripadvisor.com/Attraction_Review-g182187-d6995914-Reviews-Laurie_Swim_Gallery-Lunenburg_Southwest_Nova_Scotia_Nova_Scotia.html,#8 of 30 things to do in Lunenburg,"Museums, Shopping, Art Galleries","138 Lincoln Street, Lunenburg, Nova Scotia B0J 2C0, Canada",61,Closed today: Closed,Sat11:00 AM - 5:00 PM,5.0,91%,8%,1%,0%,0%
d10092890,Duncans Cove Nature Reserve,https://www.tripadvisor.com/Attraction_Review-g154976-d10092890-Reviews-Duncans_Cove_Nature_Reserve-Halifax_Halifax_Region_Nova_Scotia.html,#35 of 112 things to do in Halifax,"Nature & Parks, Nature & Wildlife Areas",Features AnimalsThis attraction features animalsClick below for expert advice on animal welfare in tourism.Learn more,40,,,4.5,66%,30%,2%,0%,2%
d497659,Arisaig Provincial Park,https://www.tripadvisor.com/Attraction_Review-g154971-d497659-Reviews-Arisaig_Provincial_Park-Antigonish_Nova_Scotia.html,#3 of 22 things to do in Antigonish,Nature & Parks,"Antigonish, Nova Scotia B2G 2L2, Canada",32,,,4.5,51%,37%,12%,0%,0%
d6539777,Frost Park,https://www.tripadvisor.com/Attraction_Review-g181761-d6539777-Reviews-Frost_Park-Yarmouth_Southwest_Nova_Scotia_Nova_Scotia.html,#4 of 26 things to do in Yarmouth,Nature & Parks,"400 Main St, Yarmouth, Nova Scotia B5A 1G2, Canada",73,,,4.5,58%,28%,13%,0%,1%
d8681619,Swissair Flight 111 Memorial,https://www.tripadvisor.com/Attraction_Review-g780595-d8681619-Reviews-Swissair_Flight_111_Memorial-Peggy_s_Cove_Halifax_Region_Nova_Scotia.html,#2 of 8 things to do in Peggy's Cove,"Sights & Landmarks, Monuments & Statues","8250 Highway 333, Peggy's Cove, Nova Scotia, Canada",428,,,4.5,59%,34%,6%,1%,0%
d6988388,Coxheath Hills and Trails,https://www.tripadvisor.com/Attraction_Review-g154973-d6988388-Reviews-Coxheath_Hills_and_Trails-Sydney_Cape_Breton_Island_Nova_Scotia.html,#8 of 38 things to do in Sydney,"Nature & Parks, Outdoor Activities, Hiking Trails","Coxheath Road, Sydney, Nova Scotia, Canada",26,,,4.5,70%,19%,11%,0%,0%
d586736,Bras d Or Lake,https://www.tripadvisor.com/Attraction_Review-g154972-d586736-Reviews-Bras_d_Or_Lake-Cape_Breton_Island_Nova_Scotia.html,#18 of 246 things to do in Cape Breton Island,"Nature & Parks, Bodies of Water","Nova Scotia, Canada",89,,,4.5,74%,25%,1%,0%,0%
d673087,Brier Island,https://www.tripadvisor.com/Attraction_Review-g1054050-d673087-Reviews-Brier_Island-Brier_Island_Southwest_Nova_Scotia_Nova_Scotia.html,#3 of 11 things to do in Brier Island,"Nature & Parks, Islands"," | Westport, Nova Scotia, Canada",110,,,5.0,84%,15%,0%,0%,1%
d3617493,Ship Hector,https://www.tripadvisor.com/Attraction_Review-g154977-d3617493-Reviews-Ship_Hector-Pictou_Nova_Scotia.html,#2 of 19 things to do in Pictou,"Sights & Landmarks, Points of Interest & Landmarks, Ships","33 Caladh Avenue, Pictou, Nova Scotia B0K 1H0, Canada",74,,,4.5,59%,29%,9%,2%,1%
d8414280,Partridge Island,https://www.tripadvisor.com/Attraction_Review-g499233-d8414280-Reviews-Partridge_Island-Parrsboro_Nova_Scotia.html,#5 of 12 things to do in Parrsboro,"Outdoor Activities, Nature & Parks, Bodies of Water, Hiking Trails, Nature & Wildlife Areas, Geologic Formations More","Partridge Island Road, Parrsboro, Nova Scotia B0M 1S0, Canada",33,,,4.5,58%,27%,12%,0%,3%
d534582,Port Royal National Historic Site,https://www.tripadvisor.com/Attraction_Review-g154970-d534582-Reviews-Port_Royal_National_Historic_Site-Annapolis_Royal_Southwest_Nova_Scotia_Nova_Scoti.html,#2 of 21 things to do in Annapolis Royal,"Museums, Specialty Museums","53 Historic Ln, Annapolis Royal, Nova Scotia B0S 1K0, Canada",377,,,4.5,64%,29%,5%,1%,1%
d4432338,Nova Scotia Welcome Centre,https://www.tripadvisor.com/Attraction_Review-g182200-d4432338-Reviews-Nova_Scotia_Welcome_Centre-Amherst_Nova_Scotia.html,#1 of 16 things to do in Amherst,"Traveler Resources, Visitor Centers","90 Cumberland Loop, Amherst, Nova Scotia, Canada",73,,,4.5,68%,23%,8%,1%,0%
d2091085,Cape Chignecto Provincial Park,https://www.tripadvisor.com/Attraction_Review-g499210-d2091085-Reviews-Cape_Chignecto_Provincial_Park-Advocate_Harbour_Nova_Scotia.html,#3 of 8 things to do in Advocate Harbour,"Nature & Parks, Nature & Wildlife Areas",Features AnimalsThis attraction features animalsClick below for expert advice on animal welfare in tourism.Learn more,113,,,4.5,74%,23%,2%,1%,0%
d605079,Gaspereau Vineyards,https://www.tripadvisor.com/Attraction_Review-g154969-d605079-Reviews-Gaspereau_Vineyards-Wolfville_Southwest_Nova_Scotia_Nova_Scotia.html,#5 of 16 things to do in Wolfville,"Food & Drink, Wineries & Vineyards","2239 White Rock Rd | Gaspereau, Wolfville, Nova Scotia B4P 2R1, Canada",132,,,4.5,61%,25%,10%,3%,1%
d6994921,North Sydney Historical Society,https://www.tripadvisor.com/Attraction_Review-g181763-d6994921-Reviews-North_Sydney_Historical_Society-North_Sydney_Cape_Breton_Island_Nova_Scotia.html,#3 of 6 things to do in North Sydney,"Museums, Specialty Museums","309 Commercial St, North Sydney, Nova Scotia B2A 1B9, Canada",12,,,4.0,51%,25%,16%,0%,8%
d10782693,The CAT Bay Ferries Limited,https://www.tripadvisor.com/Attraction_Review-g181761-d10782693-Reviews-The_CAT_Bay_Ferries_Limited-Yarmouth_Southwest_Nova_Scotia_Nova_Scotia.html,#2 of 26 things to do in Yarmouth,"Transportation, Ferries","58 Water St, Yarmouth, Nova Scotia B5A 1K9, Canada",176,,,4.0,51%,29%,7%,7%,6%
d3205380,Mahone Bay Museum,https://www.tripadvisor.com/Attraction_Review-g499230-d3205380-Reviews-Mahone_Bay_Museum-Mahone_Bay_Southwest_Nova_Scotia_Nova_Scotia.html,#1 of 10 things to do in Mahone Bay,"Museums, History Museums","578 Main Street, Mahone Bay, Nova Scotia B0J 2E0, Canada",47,,,4.5,42%,54%,4%,0%,0%
d2285846,Hank Snow Home Town Museum,https://www.tripadvisor.com/Attraction_Review-g609111-d2285846-Reviews-Hank_Snow_Home_Town_Museum-Liverpool_Southwest_Nova_Scotia_Nova_Scotia.html,#2 of 15 things to do in Liverpool,"Museums, Specialty Museums","148 Bristol Avenue, Liverpool, Nova Scotia B0T 1K0, Canada",37,,,4.5,58%,40%,2%,0%,0%
d2492090,Emera Oval,https://www.tripadvisor.com/Attraction_Review-g154976-d2492090-Reviews-Emera_Oval-Halifax_Halifax_Region_Nova_Scotia.html,#14 of 112 things to do in Halifax,"Nature & Parks, Fun & Games, Sports Complexes","North Park Stree, Halifax North Common, Halifax, Nova Scotia, Canada",145,Open Now: 7:00 AM - 11:00 PM,Sun - Sat7:00 AM - 11:00 PM,4.5,71%,24%,4%,0%,1%
d6953608,Fort Petrie Military Museum,https://www.tripadvisor.com/Attraction_Review-g154973-d6953608-Reviews-Fort_Petrie_Military_Museum-Sydney_Cape_Breton_Island_Nova_Scotia.html,#13 of 38 things to do in Sydney,"Museums, Specialty Museums","3479 New Waterford Hwy, Sydney, Nova Scotia, Canada",17,,,4.0,29%,60%,11%,0%,0%
d7196077,Ingonish Beach,https://www.tripadvisor.com/Attraction_Review-g499216-d7196077-Reviews-Ingonish_Beach-Ingonish_Cape_Breton_Island_Nova_Scotia.html,#3 of 15 things to do in Ingonish,"Outdoor Activities, Nature & Parks, Beaches","90 Beach Road, Ingonish, Nova Scotia, Canada",203,,,4.5,69%,25%,6%,0%,0%
d185438,Nova Scotia Museum of Natural History,https://www.tripadvisor.com/Attraction_Review-g154976-d185438-Reviews-Nova_Scotia_Museum_of_Natural_History-Halifax_Halifax_Region_Nova_Scotia.html,#22 of 112 things to do in Halifax,"Museums, Natural History Museums",Features AnimalsThis attraction features animalsClick below for expert advice on animal welfare in tourism.Learn more,199,Open Now: 9:00 AM - 5:00 PM,Wed9:00 AM - 8:00 PMThu - Tue9:00 AM - 5:00 PM,4.0,41%,37%,16%,6%,0%
d3224732,ONTREE Fun Adventure Park,https://www.tripadvisor.com/Attraction_Review-g316029-d3224732-Reviews-ONTREE_Fun_Adventure_Park-Windsor_Southwest_Nova_Scotia_Nova_Scotia.html,#1 of 20 things to do in Windsor,"Fun & Games, Sports Complexes","370 Ski Martock Rd, Windsor, Nova Scotia B0N 2T0, Canada",71,Open Now: 9:00 AM - 7:00 PM,Sun - Sat9:00 AM - 7:00 PM,4.5,79%,19%,0%,2%,0%
d4417157,Memory Lane Heritage Village,https://www.tripadvisor.com/Attraction_Review-g154976-d4417157-Reviews-Memory_Lane_Heritage_Village-Halifax_Halifax_Region_Nova_Scotia.html,#25 of 112 things to do in Halifax,"Museums, History Museums","5435 Clam Harbour Rd, Halifax, Nova Scotia B0J 1Y0, Canada",87,,,4.5,57%,35%,8%,0%,0%
d2249848,Blomidon Provincial Park,https://www.tripadvisor.com/Attraction_Review-g2360175-d2249848-Reviews-Blomidon_Provincial_Park-Canning_Southwest_Nova_Scotia_Nova_Scotia.html,#2 of 7 things to do in Canning,"Nature & Parks, State Parks","3138 Pereau Rd, Canning, Nova Scotia B0P 1H0, Canada",115,,,4.5,69%,26%,3%,1%,1%
d10759212,Halifax Distillery Co,https://www.tripadvisor.com/Attraction_Review-g154976-d10759212-Reviews-Halifax_Distillery_Co-Halifax_Halifax_Region_Nova_Scotia.html,#26 of 112 things to do in Halifax,"Food & Drink, Distilleries","1668 Lower Water St, Halifax, Nova Scotia B3J 1S4, Canada",76,Open Now: 11:00 AM - 8:00 PM,Sun11:00 AM - 7:00 PMMon - Wed11:00 AM - 8:00 PMThu - Sat11:00 AM - 12:00 AM,4.5,64%,27%,7%,0%,2%
d4699375,Anna Swan Museum at the Creamery,https://www.tripadvisor.com/Attraction_Review-g499239-d4699375-Reviews-Anna_Swan_Museum_at_the_Creamery-Tatamagouche_Nova_Scotia.html,#4 of 15 things to do in Tatamagouche,"Museums, Specialty Museums","225 Main Street, Tatamagouche, Nova Scotia, Canada",17,,,4.5,41%,54%,5%,0%,0%
d4417702,St Patrick s Museum,https://www.tripadvisor.com/Attraction_Review-g154973-d4417702-Reviews-St_Patrick_s_Museum-Sydney_Cape_Breton_Island_Nova_Scotia.html,#12 of 38 things to do in Sydney,"Museums, Specialty Museums","87 Esplanade St, Sydney, Nova Scotia B1P 1A3, Canada",38,,,4.0,26%,42%,28%,2%,2%
d3618214,Black Loyalist Heritage Centre,https://www.tripadvisor.com/Attraction_Review-g154968-d3618214-Reviews-Black_Loyalist_Heritage_Centre-Shelburne_Southwest_Nova_Scotia_Nova_Scotia.html,#2 of 16 things to do in Shelburne,"Museums, Sights & Landmarks, History Museums, Historic Sites More","119 Birchtown Rd | Take exit 27 on highway 103. The Centre is less than a 2 minute drive from there., Shelburne, Nova Scotia B0T 1W0, Canada",95,Open Now: 9:00 AM - 4:00 PM,Mon - Fri9:00 AM - 4:00 PM,4.5,74%,18%,5%,1%,2%
d10403221,Gaff Point Trail,https://www.tripadvisor.com/Attraction_Review-g1024694-d10403221-Reviews-Gaff_Point_Trail-Riverport_Southwest_Nova_Scotia_Nova_Scotia.html,#1 of 2 things to do in Riverport,"Nature & Parks, Outdoor Activities, Hiking Trails","Hirtle Beach Road, Riverport, Nova Scotia B0J 2W0, Canada",24,,,5.0,88%,12%,0%,0%,0%
d2203759,Uisge Ban Falls,https://www.tripadvisor.com/Attraction_Review-g499213-d2203759-Reviews-Uisge_Ban_Falls-Baddeck_Cape_Breton_Island_Nova_Scotia.html,#3 of 15 things to do in Baddeck,"Nature & Parks, Waterfalls","North Branch Road, Baddeck, Nova Scotia B0E 1B0, Canada",292,,,4.5,57%,35%,5%,2%,1%
d4596908,Middle Head Trail,https://www.tripadvisor.com/Attraction_Review-g499216-d4596908-Reviews-Middle_Head_Trail-Ingonish_Cape_Breton_Island_Nova_Scotia.html,#2 of 15 things to do in Ingonish,"Nature & Parks, Outdoor Activities, Hiking Trails","Parc National des Hautes-Terres-du-Cap-Breton, Ingonish, Nova Scotia B0C 1L0, Canada",315,,,4.5,68%,27%,3%,1%,1%
d4417676,Ottawa House By The Sea Museum,https://www.tripadvisor.com/Attraction_Review-g499233-d4417676-Reviews-Ottawa_House_By_The_Sea_Museum-Parrsboro_Nova_Scotia.html,#2 of 12 things to do in Parrsboro,"Museums, Specialty Museums","1155 Whitehall Rd, Parrsboro, Nova Scotia B0M 1S0, Canada",55,,,4.5,48%,41%,10%,1%,0%
d2543049,Wile Carding Mill Museum,https://www.tripadvisor.com/Attraction_Review-g676536-d2543049-Reviews-Wile_Carding_Mill_Museum-Bridgewater_Southwest_Nova_Scotia_Nova_Scotia.html,#2 of 13 things to do in Bridgewater,"Museums, History Museums","242 Victoria Rd, Bridgewater, Nova Scotia B4V 2P1, Canada",26,,,5.0,77%,23%,0%,0%,0%
d185573,McNabs Island,https://www.tripadvisor.com/Attraction_Review-g154976-d185573-Reviews-McNabs_Island-Halifax_Halifax_Region_Nova_Scotia.html,#30 of 112 things to do in Halifax,"Nature & Parks, Islands","Halifax, Nova Scotia, Canada",69,,,4.5,62%,27%,10%,1%,0%
d1539376,Cape Breton Miners Museum,https://www.tripadvisor.com/Attraction_Review-g609110-d1539376-Reviews-Cape_Breton_Miners_Museum-Glace_Bay_Cape_Breton_Island_Nova_Scotia.html,#1 of 7 things to do in Glace Bay,"Museums, Sights & Landmarks, Specialty Museums, Mines More","42 Birkley Street, Glace Bay, Nova Scotia B1A 5T8, Canada",463,,,4.5,79%,17%,3%,0%,1%
d3307942,Wolfville Farmers Market,https://www.tripadvisor.com/Attraction_Review-g154969-d3307942-Reviews-Wolfville_Farmers_Market-Wolfville_Southwest_Nova_Scotia_Nova_Scotia.html,#3 of 16 things to do in Wolfville,"Shopping, Flea & Street Markets","24 Elm Ave, Wolfville, Nova Scotia B4P 1Z9, Canada",106,Closed today: Closed,Wed4:00 PM - 7:00 PMSat8:30 AM - 1:00 PM,4.5,60%,31%,8%,1%,0%
d3443640,Crystal Crescent Beach Provincial Park,https://www.tripadvisor.com/Attraction_Review-g3445250-d3443640-Reviews-Crystal_Crescent_Beach_Provincial_Park-Sambro_Halifax_Region_Nova_Scotia.html,#1 of 3 things to do in Sambro,"Outdoor Activities, Nature & Parks, Beaches","223 Sambro Creek Rd, Sambro, Nova Scotia B3V 1L8, Canada",63,,,4.5,64%,33%,3%,0%,0%
d10926075,Englishtown Ferry,https://www.tripadvisor.com/Attraction_Review-g1116680-d10926075-Reviews-Englishtown_Ferry-Englishtown_Cape_Breton_Island_Nova_Scotia.html,#4 of 7 things to do in Englishtown,"Transportation, Ferries","Route 312, Englishtown, Nova Scotia, Canada",38,,,4.0,48%,31%,7%,7%,7%
d4406771,Cape d Or Lighthouse,https://www.tripadvisor.com/Attraction_Review-g499210-d4406771-Reviews-Cape_d_Or_Lighthouse-Advocate_Harbour_Nova_Scotia.html,#2 of 8 things to do in Advocate Harbour,"Sights & Landmarks, Lighthouses","Cape D'Or Road, Advocate Harbour, Nova Scotia B0M 1H0, Canada",118,,,4.5,76%,22%,1%,0%,1%
d11875703,Truro Tidal Bore Viewing Visitor Centre,https://www.tripadvisor.com/Attraction_Review-g181762-d11875703-Reviews-Truro_Tidal_Bore_Viewing_Visitor_Centre-Truro_Nova_Scotia.html,#2 of 17 things to do in Truro,"Sights & Landmarks, Scenic Walking Areas","103 Tidal Bore Rd, Truro, Nova Scotia B6L 1T9, Canada",73,,,4.0,50%,36%,6%,4%,4%
d183452,Fort Anne National Historic Site,https://www.tripadvisor.com/Attraction_Review-g154970-d183452-Reviews-Fort_Anne_National_Historic_Site-Annapolis_Royal_Southwest_Nova_Scotia_Nova_Scotia.html,#4 of 21 things to do in Annapolis Royal,"Sights & Landmarks, Historic Sites","Annapolis Royal, Nova Scotia B0S 1A0, Canada",516,,,4.5,49%,41%,9%,1%,0%
d3536174,Whale Interpretive Centre,https://www.tripadvisor.com/Attraction_Review-g1523026-d3536174-Reviews-Whale_Interpretive_Centre-Pleasant_Bay_Cape_Breton_Island_Nova_Scotia.html,#2 of 10 things to do in Pleasant Bay,"Nature & Parks, Zoos & Aquariums",Features AnimalsThis attraction features animalsClick below for expert advice on animal welfare in tourism.Learn more,88,,,4.0,27%,52%,19%,2%,0%
d13112682,Sydney Merchant Mariners Memorial,https://www.tripadvisor.com/Attraction_Review-g154973-d13112682-Reviews-Sydney_Merchant_Mariners_Memorial-Sydney_Cape_Breton_Island_Nova_Scotia.html,#14 of 38 things to do in Sydney,"Sights & Landmarks, Monuments & Statues","246 Esplanade St, Sydney, Nova Scotia B1P 1A7, Canada",10,,,4.5,60%,40%,0%,0%,0%
d1109417,Grand Pre National Historic Site,https://www.tripadvisor.com/Attraction_Review-g499224-d1109417-Reviews-Grand_Pre_National_Historic_Site-Grand_Pre_Southwest_Nova_Scotia_Nova_Scotia.html,#1 of 5 things to do in Grand Pre,"Sights & Landmarks, Historic Sites","2205 Grand Pre Rd, Grand Pre, Nova Scotia B0P 1M0, Canada",401,,,4.5,67%,27%,4%,1%,1%
d155440,Casino Nova Scotia,https://www.tripadvisor.com/Attraction_Review-g154976-d155440-Reviews-Casino_Nova_Scotia-Halifax_Halifax_Region_Nova_Scotia.html,#46 of 112 things to do in Halifax,"Fun & Games, Casinos & Gambling","1983 Upper Water St, Halifax, Nova Scotia B3J 3Y5, Canada",294,Open Now: 10:00 AM - 4:00 AM,Mon12:00 AM - 4:00 AMMon - Thu10:00 AM - 4:00 AMFri10:00 AM - 12:00 AMSat - Sun12:00 AM - 11:59 PM,3.5,14%,36%,30%,10%,10%
d2141508,Black Brook Beach,https://www.tripadvisor.com/Attraction_Review-g154972-d2141508-Reviews-Black_Brook_Beach-Cape_Breton_Island_Nova_Scotia.html,#27 of 246 things to do in Cape Breton Island,"Outdoor Activities, Nature & Parks, Beaches"," | Cape Breton Highlands National Park, Nova Scotia 33637, Canada",61,,,5.0,81%,16%,3%,0%,0%
